timestamp;x (in radians/s);y (in radians/s);z (in radians/s)
1603186394.506546;-0.090912;-0.030240;-0.067727
1603186394.516556;-0.099115;-0.023508;-0.081395
1603186394.526535;-0.106546;-0.025305;-0.089090
1603186394.536545;-0.106173;-0.015775;-0.085091
1603186394.546554;-0.101334;0.005092;-0.077662
1603186394.556534;-0.095521;0.023699;-0.066594
1603186394.566543;-0.084213;0.046623;-0.057728
1603186394.576523;-0.069617;0.061655;-0.043037
1603186394.586532;-0.051370;0.068934;-0.027806
1603186394.596542;-0.026059;0.074339;-0.015904
1603186394.606521;0.005207;0.067864;-0.008016
1603186394.616531;0.032783;0.046598;-0.009824
1603186394.626510;0.054070;0.014239;-0.014330
1603186394.636520;0.062008;-0.035513;-0.021576
1603186394.646530;0.054139;-0.081439;-0.030406
1603186394.656509;0.032081;-0.108477;-0.040187
1603186394.666519;0.009686;-0.120516;-0.056922
1603186394.676498;-0.016308;-0.118563;-0.066518
1603186394.686508;-0.026902;-0.104671;-0.070609
1603186394.696518;-0.020470;-0.056759;-0.066831
1603186394.706497;0.006492;-0.007160;-0.051275
1603186394.716507;0.063475;0.031685;-0.029077
1603186394.726486;0.139100;0.073042;0.002491
1603186394.736496;0.217198;0.085919;0.039017
1603186394.746505;0.280158;0.088556;0.062545
1603186394.756485;0.317998;0.068019;0.067686
1603186394.766494;0.311241;0.030057;0.053290
1603186394.776474;0.262192;-0.018370;0.023916
1603186394.786483;0.168592;-0.069218;-0.023966
1603186394.796493;0.054522;-0.088227;-0.076313
1603186394.806473;-0.062081;-0.061484;-0.119925
1603186394.816482;-0.161558;-0.027308;-0.148040
1603186394.826429;-0.233933;-0.023338;-0.160517
1603186394.836438;-0.272489;-0.036077;-0.162578
1603186394.846448;-0.273506;-0.051121;-0.157361
1603186394.856427;-0.239285;-0.054547;-0.148597
1603186394.866437;-0.181330;-0.049416;-0.140167
1603186394.876416;-0.113195;-0.051342;-0.139112
1603186394.886426;-0.043444;-0.057319;-0.146858
1603186394.896436;0.012865;-0.016879;-0.155147
1603186394.906415;0.032929;0.001846;-0.149815
1603186394.916425;0.024342;-0.006148;-0.127857
1603186394.926404;-0.004305;0.008797;-0.093787
1603186394.936414;-0.027044;0.015195;-0.057207
1603186394.946424;-0.036211;0.042877;-0.031541
1603186394.956403;-0.017769;0.077888;-0.025934
1603186394.966413;0.018132;0.099394;-0.026852
1603186394.976392;0.068110;0.112200;-0.024215
1603186394.986402;0.108923;0.107318;-0.017719
1603186394.996411;0.128184;0.094967;-0.016191
1603186395.006391;0.114856;0.067086;-0.032146
1603186395.016400;0.058032;0.025922;-0.070254
1603186395.026380;-0.041858;-0.029461;-0.125235
1603186395.036389;-0.156250;-0.075195;-0.182623
1603186395.046399;-0.262335;-0.092055;-0.226511
1603186395.056378;-0.339526;-0.096002;-0.236914
1603186395.066388;-0.378968;-0.069288;-0.207639
1603186395.076367;-0.377096;-0.010464;-0.143010
1603186395.086377;-0.349510;0.056853;-0.063631
1603186395.096387;-0.293621;0.120756;0.016721
1603186395.106366;-0.212753;0.180836;0.070447
1603186395.116376;-0.116596;0.194842;0.093015
1603186395.126355;-0.026387;0.156733;0.087485
1603186395.136365;0.043974;0.088516;0.055077
1603186395.146375;0.087274;0.016765;0.016605
1603186395.156354;0.103940;-0.017467;-0.009460
1603186395.166364;0.094584;-0.018113;-0.014677
1603186395.176343;0.069571;-0.000251;-0.007309
1603186395.186353;0.037456;0.021636;0.003414
1603186395.196363;-0.001656;0.049406;0.000836
1603186395.206342;-0.034535;0.064544;-0.012633
1603186395.216352;-0.054522;0.064851;-0.037567
1603186395.226331;-0.062387;0.059171;-0.059784
1603186395.236341;-0.047417;0.054111;-0.076028
1603186395.246350;-0.015442;0.052660;-0.082948
1603186395.256330;0.023938;0.053926;-0.084643
1603186395.266339;0.056777;0.065314;-0.079772
1603186395.276319;0.078394;0.076504;-0.066984
1603186395.286328;0.084351;0.085779;-0.049366
1603186395.296308;0.071926;0.080435;-0.032478
1603186395.306317;0.045276;0.057117;-0.018927
1603186395.316327;0.024282;0.041967;-0.008351
1603186395.326306;0.021942;0.055005;0.006425
1603186395.336316;0.030787;0.090258;0.026143
1603186395.346295;0.052320;0.128741;0.042509
1603186395.356305;0.082545;0.152527;0.051696
1603186395.366315;0.109843;0.155276;0.050670
1603186395.376294;0.121062;0.139566;0.037677
1603186395.386304;0.118014;0.111465;0.024405
1603186395.396283;0.106146;0.078630;0.017984
1603186395.406293;0.083426;0.046421;0.020543
1603186395.416303;0.050236;0.016638;0.030476
1603186395.426282;0.016946;-0.017172;0.045356
1603186395.436292;-0.018676;-0.048086;0.049491
1603186395.446271;-0.056784;-0.070217;0.031674
1603186395.456281;-0.105188;-0.063114;-0.003170
1603186395.466291;-0.157502;-0.031962;-0.024606
1603186395.476270;-0.194252;0.026206;-0.017064
1603186395.486280;-0.198458;0.095105;0.019944
1603186395.496259;-0.165552;0.142014;0.071273
1603186395.506269;-0.094477;0.170209;0.129264
1603186395.516278;0.002626;0.188191;0.183105
1603186395.526258;0.103299;0.160666;0.216068
1603186395.536267;0.173811;0.064106;0.203302
1603186395.546247;0.198399;-0.036679;0.155762
1603186395.556256;0.173139;-0.077787;0.100343
1603186395.566266;0.120201;-0.060310;0.066725
1603186395.576245;0.057083;-0.001474;0.065144
1603186395.586255;-0.011174;0.073335;0.095805
1603186395.596234;-0.074282;0.144853;0.125652
1603186395.606244;-0.124469;0.175377;0.131304
1603186395.616254;-0.159778;0.149422;0.110193
1603186395.626233;-0.188377;0.085164;0.067673
1603186395.636243;-0.199196;0.013853;0.024957
1603186395.646222;-0.194073;-0.025487;-0.003977
1603186395.656232;-0.178159;-0.050238;-0.014801
1603186395.666242;-0.152277;-0.046899;-0.018743
1603186395.676221;-0.128849;-0.023784;-0.010739
1603186395.686231;-0.105082;0.011036;0.011545
1603186395.696210;-0.079490;0.040745;0.051591
1603186395.706220;-0.055727;0.041093;0.076130
1603186395.716230;-0.058206;0.045172;0.092105
1603186395.726209;-0.057491;0.058431;0.099088
1603186395.736219;-0.043534;0.070572;0.103566
1603186395.746198;-0.019451;0.061367;0.111219
1603186395.756208;0.020827;0.041797;0.118382
1603186395.766217;0.062067;0.008650;0.128126
1603186395.776197;0.087295;-0.021041;0.134129
1603186395.786206;0.092628;-0.034398;0.136379
1603186395.796186;0.078629;-0.030564;0.125953
1603186395.806195;0.055091;-0.015744;0.103531
1603186395.816205;0.031485;-0.003769;0.070117
1603186395.826134;0.009546;-0.006601;0.033921
1603186395.836144;-0.010822;-0.032758;0.000506
1603186395.846123;-0.036661;-0.069887;-0.027018
1603186395.856133;-0.070119;-0.099806;-0.044692
1603186395.866143;-0.113293;-0.091099;-0.063442
1603186395.876122;-0.184011;-0.085481;-0.092089
1603186395.886132;-0.274863;-0.076682;-0.133050
1603186395.896111;-0.365001;-0.065792;-0.171445
1603186395.906121;-0.426965;-0.036669;-0.190880
1603186395.916131;-0.447692;-0.022367;-0.172227
1603186395.926110;-0.417420;0.004481;-0.119145
1603186395.936120;-0.334642;0.041541;-0.040266
1603186395.946099;-0.223551;0.084898;0.029448
1603186395.956109;-0.100403;0.106491;0.067364
1603186395.966119;0.005574;0.112829;0.070921
1603186395.976098;0.077445;0.095769;0.037592
1603186395.986108;0.104395;0.054850;-0.017022
1603186395.996087;0.083083;0.009430;-0.071794
1603186396.006097;0.033132;-0.007292;-0.113044
1603186396.016106;-0.034079;0.014358;-0.125914
1603186396.026086;-0.093878;0.052774;-0.106864
1603186396.036095;-0.135237;0.086172;-0.070589
1603186396.046075;-0.145956;0.102471;-0.032766
1603186396.056084;-0.123521;0.105227;-0.012889
1603186396.066094;-0.079548;0.069244;-0.023945
1603186396.076073;-0.037021;0.011692;-0.059852
1603186396.086083;-0.010274;-0.061763;-0.109419
1603186396.096062;-0.011409;-0.147783;-0.168081
1603186396.106072;-0.040644;-0.206556;-0.230180
1603186396.116082;-0.085175;-0.218520;-0.279247
1603186396.126061;-0.129096;-0.200036;-0.301176
1603186396.136071;-0.167048;-0.169647;-0.288586
1603186396.146050;-0.184615;-0.142570;-0.248581
1603186396.156060;-0.182149;-0.116560;-0.195705
1603186396.166070;-0.153752;-0.101541;-0.142568
1603186396.176049;-0.090228;-0.075104;-0.095508
1603186396.186059;-0.005400;-0.059432;-0.055436
1603186396.196038;0.078934;-0.088047;-0.022763
1603186396.206048;0.141660;-0.116601;-0.004769
1603186396.216057;0.185477;-0.112456;-0.009467
1603186396.226037;0.211440;-0.097451;-0.036606
1603186396.236046;0.214128;-0.078915;-0.076592
1603186396.246026;0.199869;-0.056534;-0.124463
1603186396.256035;0.168229;-0.053446;-0.157676
1603186396.266045;0.134821;-0.061784;-0.163485
1603186396.276025;0.105217;-0.081201;-0.141749
1603186396.286034;0.098466;-0.079746;-0.097870
1603186396.296014;0.125607;-0.052042;-0.039936
1603186396.306023;0.185883;-0.039139;0.018863
1603186396.316033;0.266487;-0.050938;0.068349
1603186396.326012;0.341511;-0.091796;0.104894
1603186396.336022;0.382287;-0.156552;0.119353
1603186396.346001;0.386270;-0.209657;0.104582
1603186396.356011;0.349467;-0.218409;0.061896
1603186396.366021;0.285780;-0.195141;0.005875
1603186396.376000;0.212650;-0.160991;-0.041084
1603186396.386010;0.141952;-0.127256;-0.063641
1603186396.395989;0.071501;-0.104296;-0.065170
1603186396.405999;-0.012857;-0.113790;-0.061842
1603186396.416009;-0.131519;-0.150184;-0.081134
1603186396.425988;-0.293205;-0.152787;-0.133517
1603186396.435998;-0.503156;-0.095719;-0.213338
1603186396.445977;-0.725955;-0.029908;-0.290986
1603186396.455987;-0.890092;0.073148;-0.351162
1603186396.465996;-0.943102;0.199661;-0.359420
1603186396.475976;-0.852784;0.299344;-0.301708
1603186396.485985;-0.639667;0.341861;-0.197102
1603186396.495965;-0.346668;0.307325;-0.069783
1603186396.505974;-0.015393;0.227269;0.083326
1603186396.515984;0.306923;0.162058;0.217385
1603186396.525963;0.564978;0.054242;0.298711
1603186396.535973;0.732100;-0.051296;0.308274
1603186396.545952;0.786574;-0.099091;0.251679
1603186396.555962;0.715862;-0.109566;0.141739
1603186396.565942;0.521496;-0.087048;0.013150
1603186396.575951;0.260403;-0.065136;-0.097586
1603186396.585961;-0.024546;-0.024714;-0.159257
1603186396.595940;-0.282752;0.038891;-0.180124
1603186396.605950;-0.465177;0.096964;-0.175698
1603186396.615929;-0.551954;0.116328;-0.165805
1603186396.625939;-0.549957;0.105910;-0.174465
1603186396.635949;-0.480357;0.099855;-0.207907
1603186396.645928;-0.365922;0.092682;-0.251648
1603186396.655938;-0.237508;0.085887;-0.288215
1603186396.665917;-0.113258;0.089545;-0.298230
1603186396.675927;-0.011267;0.099624;-0.269522
1603186396.685937;0.063044;0.112897;-0.203910
1603186396.695916;0.104333;0.129852;-0.119415
1603186396.705926;0.110454;0.128157;-0.030166
1603186396.715905;0.081898;0.095587;0.037976
1603186396.725915;0.024739;0.070321;0.077947
1603186396.735924;-0.047056;0.060114;0.088237
1603186396.745904;-0.111229;0.038839;0.098710
1603186396.755913;-0.152935;0.033688;0.133579
1603186396.765893;-0.155792;0.052662;0.191414
1603186396.775902;-0.119366;0.082838;0.261198
1603186396.785912;-0.053343;0.113650;0.317223
1603186396.795891;0.016268;0.140194;0.337096
1603186396.805901;0.068303;0.133795;0.313025
1603186396.815880;0.082523;0.099173;0.254365
1603186396.825890;0.059483;0.048031;0.171898
1603186396.835884;0.006458;0.006601;0.089640
1603186396.845863;-0.064353;-0.007047;0.025462
1603186396.855873;-0.130032;-0.008125;-0.004248
1603186396.865852;-0.180420;0.009333;0.000501
1603186396.875862;-0.206533;0.047488;0.034298
1603186396.885872;-0.215139;0.081832;0.077130
1603186396.895851;-0.210417;0.098744;0.119644
1603186396.905861;-0.186011;0.099382;0.161475
1603186396.915840;-0.142021;0.090911;0.202616
1603186396.925850;-0.092489;0.071535;0.246242
1603186396.935860;-0.046402;0.042129;0.283846
1603186396.945839;-0.009619;0.015870;0.311600
1603186396.955849;0.011470;-0.010756;0.322369
1603186396.965828;0.014936;-0.034829;0.299446
1603186396.975838;0.004537;-0.064238;0.244198
1603186396.985847;-0.021045;-0.103282;0.179791
1603186396.995827;-0.051425;-0.127383;0.141409
1603186397.005836;-0.074304;-0.127398;0.154461
1603186397.015816;-0.088292;-0.085698;0.209066
1603186397.025825;-0.082645;0.027947;0.290583
1603186397.035835;-0.039845;0.198709;0.384537
1603186397.045814;0.041224;0.347316;0.471126
1603186397.055824;0.154743;0.414277;0.525435
1603186397.065803;0.258395;0.375623;0.535008
1603186397.075813;0.332730;0.222656;0.507135
1603186397.085823;0.368027;0.021990;0.431389
1603186397.095802;0.359820;-0.133908;0.326899
1603186397.105812;0.307241;-0.184725;0.222965
1603186397.115791;0.225968;-0.148539;0.160421
1603186397.125801;0.138812;-0.081955;0.145599
1603186397.135811;0.053558;0.012394;0.173379
1603186397.145790;-0.021809;0.065666;0.209659
1603186397.155800;-0.096121;0.060393;0.212138
1603186397.165779;-0.180007;0.025285;0.165668
1603186397.175789;-0.270742;0.000970;0.091337
1603186397.185799;-0.339682;0.015057;0.016597
1603186397.195778;-0.363677;0.047953;-0.037415
1603186397.205788;-0.349901;0.076986;-0.062732
1603186397.215767;-0.295869;0.110704;-0.069169
1603186397.225777;-0.204279;0.158567;-0.061998
